critiqued_keyphrase,item_id,item_name,item_rank,item_score,iteration,num_existing_keyphrases,result,target_rank,user_id,critiqued_keyphrase_name,lambda
175,1461.0,b'Indigo Books Music & More',201,12.334176409346286,16.0,20.0,,5.0,1.0,helpful,"[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
185,1461.0,b'Indigo Books Music & More',212,12.435739463918008,17.0,20.0,,5.0,1.0,wait,"[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
190,1461.0,b'Indigo Books Music & More',210,12.349447977756402,18.0,20.0,,5.0,1.0,smooth,"[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
196,1461.0,b'Indigo Books Music & More',210,12.349447977756402,19.0,20.0,,5.0,1.0,rare,"[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
214,1461.0,b'Indigo Books Music & More',210,12.349447977756402,20.0,20.0,fail,5.0,1.0,solid,"[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
,1737.0,"b""Jack Astor's Bar & Grill""",,,0.0,20.0,,5.0,1.0,solid,"[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
3,1737.0,"b""Jack Astor's Bar & Grill""",593,4.494394277727478,1.0,20.0,,5.0,1.0,bar,[1.0]
1,1737.0,"b""Jack Astor's Bar & Grill""",538,5.705430577173687,2.0,20.0,,5.0,1.0,fast,"[1.0, 1.0]"
4,1737.0,"b""Jack Astor's Bar & Grill""",538,5.705430577173687,3.0,20.0,,5.0,1.0,fry,"[1.0, 1.0, 0.0]"
5,1737.0,"b""Jack Astor's Bar & Grill""",439,6.737557259499422,4.0,20.0,,5.0,1.0,fried,"[1.0, 1.0, 0.0, 1.0]"
26,1737.0,"b""Jack Astor's Bar & Grill""",439,6.737557259499422,5.0,20.0,,5.0,1.0,downtown,"[1.0, 1.0, 0.0, 1.0, 0.0]"
41,1737.0,"b""Jack Astor's Bar & Grill""",246,11.153045156339935,6.0,20.0,,5.0,1.0,beer,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
48,1737.0,"b""Jack Astor's Bar & Grill""",166,13.722476571808961,7.0,20.0,,5.0,1.0,burger,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
56,1737.0,"b""Jack Astor's Bar & Grill""",146,15.346002191323176,8.0,20.0,,5.0,1.0,chicken,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
76,1737.0,"b""Jack Astor's Bar & Grill""",169,14.236597580740458,9.0,20.0,,5.0,1.0,lettuce,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
91,1737.0,"b""Jack Astor's Bar & Grill""",142,15.268724263066199,10.0,20.0,,5.0,1.0,wrap,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
117,1737.0,"b""Jack Astor's Bar & Grill""",252,11.988815966859388,11.0,20.0,,5.0,1.0,rib,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]"
119,1737.0,"b""Jack Astor's Bar & Grill""",252,11.988815966859388,12.0,20.0,,5.0,1.0,bun,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]"
120,1737.0,"b""Jack Astor's Bar & Grill""",111,17.755534814991556,13.0,20.0,,5.0,1.0,wing,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
143,1737.0,"b""Jack Astor's Bar & Grill""",111,17.755534814991556,14.0,20.0,,5.0,1.0,station,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
150,1737.0,"b""Jack Astor's Bar & Grill""",64,22.808918259636027,15.0,20.0,,5.0,1.0,clean,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
151,1737.0,"b""Jack Astor's Bar & Grill""",65,23.380787942535875,16.0,20.0,,5.0,1.0,busy,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
167,1737.0,"b""Jack Astor's Bar & Grill""",78,22.348661260210136,17.0,20.0,,5.0,1.0,pleasant,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]"
185,1737.0,"b""Jack Astor's Bar & Grill""",78,22.92569163965515,18.0,20.0,,5.0,1.0,wait,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
204,1737.0,"b""Jack Astor's Bar & Grill""",81,23.00296956791213,19.0,20.0,,5.0,1.0,dip,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
208,1737.0,"b""Jack Astor's Bar & Grill""",81,23.00296956791213,20.0,20.0,fail,5.0,1.0,topped,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
,1820.0,b'MYNC Lash Lounge and Brow Bar',,,0.0,20.0,,5.0,1.0,topped,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
149,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,1.0,20.0,,5.0,1.0,quick,[1.0]
89,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,2.0,20.0,,5.0,1.0,crepe,"[1.0, 0.0]"
93,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,3.0,20.0,,5.0,1.0,vegan,"[1.0, 0.0, 0.0]"
94,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,4.0,20.0,,5.0,1.0,coconut,"[1.0, 0.0, 0.0, 0.0]"
96,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,5.0,20.0,,5.0,1.0,poutine,"[1.0, 0.0, 0.0, 0.0, 0.0]"
98,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,6.0,20.0,,5.0,1.0,belly,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
99,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,7.0,20.0,,5.0,1.0,bubble,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
101,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,8.0,20.0,,5.0,1.0,cocktail,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
102,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,9.0,20.0,,5.0,1.0,cheesecake,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
106,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,10.0,20.0,,5.0,1.0,matcha,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
107,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,11.0,20.0,,5.0,1.0,pancake,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
109,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,12.0,20.0,,5.0,1.0,tofu,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
110,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,13.0,20.0,,5.0,1.0,sashimi,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
112,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,14.0,20.0,,5.0,1.0,mango,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
118,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,15.0,20.0,,5.0,1.0,waffle,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
121,1820.0,b'MYNC Lash Lounge and Brow Bar',6133,-0.21953145592490347,16.0,20.0,,5.0,1.0,dumpling,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
153,1820.0,b'MYNC Lash Lounge and Brow Bar',2784,0.3585753340172017,17.0,20.0,,5.0,1.0,friendly,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
185,1820.0,b'MYNC Lash Lounge and Brow Bar',1921,0.8665832472587305,18.0,20.0,,5.0,1.0,wait,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
233,1820.0,b'MYNC Lash Lounge and Brow Bar',2035,0.8105179030757658,19.0,20.0,,5.0,1.0,english muffin,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
234,1820.0,b'MYNC Lash Lounge and Brow Bar',2125,0.7669843214887533,20.0,20.0,fail,5.0,1.0,accept debit,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
,1862.0,b'The 3 Brewers',,,0.0,20.0,,5.0,1.0,accept debit,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
41,1862.0,b'The 3 Brewers',52,9.80839087097328,1.0,20.0,,5.0,1.0,beer,[1.0]
3,1862.0,b'The 3 Brewers',68,18.741232682463167,2.0,20.0,,5.0,1.0,bar,"[1.0, 1.0]"
4,1862.0,b'The 3 Brewers',62,19.69093078289742,3.0,20.0,,5.0,1.0,fry,"[1.0, 1.0, 1.0]"
8,1862.0,b'The 3 Brewers',67,19.665840449320385,4.0,20.0,,5.0,1.0,lunch,"[1.0, 1.0, 1.0, 1.0]"
17,1862.0,b'The 3 Brewers',38,30.02387975814063,5.0,20.0,,5.0,1.0,pub,"[1.0, 1.0, 1.0, 1.0, 1.0]"
37,1862.0,b'The 3 Brewers',49,28.05898175902984,6.0,20.0,,5.0,1.0,bread,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
40,1862.0,b'The 3 Brewers',37,30.048970091717674,7.0,20.0,,5.0,1.0,pizza,"[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
42,1862.0,b'The 3 Brewers',27,31.078957286421776,8.0,20.0,,5.0,1.0,sandwich,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
48,1862.0,b'The 3 Brewers',29,31.133117587028718,9.0,20.0,,5.0,1.0,burger,"[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
51,1862.0,b'The 3 Brewers',39,29.16821958791792,10.0,20.0,,5.0,1.0,pork,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]"
56,1862.0,b'The 3 Brewers',45,29.424042755911174,11.0,20.0,,5.0,1.0,chicken,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
58,1862.0,b'The 3 Brewers',45,29.424042755911174,12.0,20.0,,5.0,1.0,cocktail,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
96,1862.0,b'The 3 Brewers',45,29.424042755911174,13.0,20.0,,5.0,1.0,poutine,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
120,1862.0,b'The 3 Brewers',52,29.08123780173485,14.0,20.0,,5.0,1.0,wing,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
149,1862.0,b'The 3 Brewers',54,29.338081654245737,15.0,20.0,,5.0,1.0,quick,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]"
151,1862.0,b'The 3 Brewers',57,28.87622832043625,16.0,20.0,,5.0,1.0,busy,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
167,1862.0,b'The 3 Brewers',57,28.87622832043625,17.0,20.0,,5.0,1.0,pleasant,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
173,1862.0,b'The 3 Brewers',57,28.87622832043625,18.0,20.0,,5.0,1.0,dark,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
187,1862.0,b'The 3 Brewers',57,28.87622832043625,19.0,20.0,,5.0,1.0,spicy,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
204,1862.0,b'The 3 Brewers',57,28.87622832043625,20.0,20.0,fail,5.0,1.0,dip,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
,1935.0,b'Civello Rosedale Salon & Spa',,,0.0,20.0,,5.0,1.0,dip,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
47,1935.0,b'Civello Rosedale Salon & Spa',5524,-0.779127787572745,1.0,20.0,,5.0,1.0,coffee,[1.0]
53,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,2.0,20.0,,5.0,1.0,tea,"[1.0, 1.0]"
81,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,3.0,20.0,,5.0,1.0,juice,"[1.0, 1.0, 0.0]"
87,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,4.0,20.0,,5.0,1.0,tart,"[1.0, 1.0, 0.0, 0.0]"
89,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,5.0,20.0,,5.0,1.0,crepe,"[1.0, 1.0, 0.0, 0.0, 0.0]"
93,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,6.0,20.0,,5.0,1.0,vegan,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
94,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,7.0,20.0,,5.0,1.0,coconut,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,8.0,20.0,,5.0,1.0,poutine,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
98,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,9.0,20.0,,5.0,1.0,belly,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
110,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,10.0,20.0,,5.0,1.0,sashimi,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
133,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,11.0,20.0,,5.0,1.0,fried rice,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
143,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,12.0,20.0,,5.0,1.0,station,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
144,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,13.0,20.0,,5.0,1.0,chair,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
145,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,14.0,20.0,,5.0,1.0,markham,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
146,1935.0,b'Civello Rosedale Salon & Spa',1548,2.929870984376113,15.0,20.0,,5.0,1.0,plaza,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
149,1935.0,b'Civello Rosedale Salon & Spa',1554,3.0293941494685543,16.0,20.0,,5.0,1.0,quick,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
167,1935.0,b'Civello Rosedale Salon & Spa',1554,3.0293941494685543,17.0,20.0,,5.0,1.0,pleasant,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
174,1935.0,b'Civello Rosedale Salon & Spa',1527,3.1055763004625443,18.0,20.0,,5.0,1.0,cozy,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
175,1935.0,b'Civello Rosedale Salon & Spa',1527,3.1055763004625443,19.0,20.0,,5.0,1.0,helpful,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
185,1935.0,b'Civello Rosedale Salon & Spa',2038,2.2213427905076393,20.0,20.0,fail,5.0,1.0,wait,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
,2036.0,"b""Sanagan's Meat Locker""",,,0.0,20.0,,5.0,1.0,wait,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
55,2036.0,"b""Sanagan's Meat Locker""",814,0.49793910195024393,1.0,20.0,,5.0,1.0,meat,[1.0]
3,2036.0,"b""Sanagan's Meat Locker""",117,11.486011095860654,2.0,20.0,,5.0,1.0,bar,"[1.0, 1.0]"
42,2036.0,"b""Sanagan's Meat Locker""",117,11.486011095860654,3.0,20.0,,5.0,1.0,sandwich,"[1.0, 1.0, 0.0]"
51,2036.0,"b""Sanagan's Meat Locker""",117,11.486011095860654,4.0,20.0,,5.0,1.0,pork,"[1.0, 1.0, 0.0, 0.0]"
52,2036.0,"b""Sanagan's Meat Locker""",117,11.486011095860654,5.0,20.0,,5.0,1.0,beef,"[1.0, 1.0, 0.0, 0.0, 0.0]"
56,2036.0,"b""Sanagan's Meat Locker""",94,13.640956942719896,6.0,20.0,,5.0,1.0,chicken,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
104,2036.0,"b""Sanagan's Meat Locker""",90,13.79339714452937,7.0,20.0,,5.0,1.0,sausage,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
111,2036.0,"b""Sanagan's Meat Locker""",90,13.79339714452937,8.0,20.0,,5.0,1.0,lamb,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
136,2036.0,"b""Sanagan's Meat Locker""",90,13.79339714452937,9.0,20.0,,5.0,1.0,store,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
147,2036.0,"b""Sanagan's Meat Locker""",90,13.79339714452937,10.0,20.0,,5.0,1.0,market,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
148,2036.0,"b""Sanagan's Meat Locker""",103,16.543036370365694,11.0,20.0,,5.0,1.0,mall,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
152,2036.0,"b""Sanagan's Meat Locker""",142,15.79418235899701,12.0,20.0,,5.0,1.0,fresh,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
153,2036.0,"b""Sanagan's Meat Locker""",131,17.713405809830906,13.0,20.0,,5.0,1.0,friendly,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
161,2036.0,"b""Sanagan's Meat Locker""",119,17.509118356689992,14.0,20.0,,5.0,1.0,cheaper,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
165,2036.0,"b""Sanagan's Meat Locker""",129,19.950275675948205,15.0,20.0,,5.0,1.0,efficient,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
167,2036.0,"b""Sanagan's Meat Locker""",131,20.102715877757685,16.0,20.0,,5.0,1.0,pleasant,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
175,2036.0,"b""Sanagan's Meat Locker""",131,20.102715877757685,17.0,20.0,,5.0,1.0,helpful,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
184,2036.0,"b""Sanagan's Meat Locker""",131,20.102715877757685,18.0,20.0,,5.0,1.0,reasonable,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
201,2036.0,"b""Sanagan's Meat Locker""",131,20.102715877757685,19.0,20.0,,5.0,1.0,stick,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
215,2036.0,"b""Sanagan's Meat Locker""",131,20.102715877757685,20.0,20.0,fail,5.0,1.0,sour,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,2247.0,b'Aroma Espresso Bar',,,0.0,20.0,,5.0,1.0,sour,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
47,2247.0,b'Aroma Espresso Bar',405,6.891721687620361,1.0,20.0,,5.0,1.0,coffee,[1.0]
1,2247.0,b'Aroma Espresso Bar',984,3.844545952796233,2.0,20.0,,5.0,1.0,fast,"[1.0, 1.0]"
3,2247.0,b'Aroma Espresso Bar',196,14.518671841052186,3.0,20.0,,5.0,1.0,bar,"[1.0, 1.0, 1.0]"
29,2247.0,b'Aroma Espresso Bar',196,14.518671841052186,4.0,20.0,,5.0,1.0,breakfast,"[1.0, 1.0, 1.0, 0.0]"
38,2247.0,b'Aroma Espresso Bar',196,14.518671841052186,5.0,20.0,,5.0,1.0,chocolate,"[1.0, 1.0, 1.0, 0.0, 0.0]"
42,2247.0,b'Aroma Espresso Bar',196,14.518671841052186,6.0,20.0,,5.0,1.0,sandwich,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
50,2247.0,b'Aroma Espresso Bar',196,14.518671841052186,7.0,20.0,,5.0,1.0,salad,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
65,2247.0,b'Aroma Espresso Bar',183,15.340713067752816,8.0,20.0,,5.0,1.0,espresso,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
69,2247.0,b'Aroma Espresso Bar',183,15.340713067752816,9.0,20.0,,5.0,1.0,cookie,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
77,2247.0,b'Aroma Espresso Bar',170,16.25089911513053,10.0,20.0,,5.0,1.0,pop,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
91,2247.0,b'Aroma Espresso Bar',103,19.298074849954656,11.0,20.0,,5.0,1.0,wrap,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
95,2247.0,b'Aroma Espresso Bar',170,16.25089911513053,12.0,20.0,,5.0,1.0,corn,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
105,2247.0,b'Aroma Espresso Bar',106,20.399640728579804,13.0,20.0,,5.0,1.0,latte,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
